starting up
Loading symbols from CSE2-DS-New.elf ... OK
Seen 2253 symbols, stored 1828 function offsets
	address	calls	ms	ms/call	ms/frame	lowest stack	highest stack	function name
	0x2031038	     2	    0.0000	0.000	0.000	15112	15112	normalizef32
	0x202f9f4	     2	    0.0000	0.000	0.000	15112	15112	sqrtf32
	0x202fa58	     2	    0.0000	0.000	0.000	15112	15112	crossf32
	0x202fbc4	     3	    0.0636	0.021	0.000	15112	15112	dotf32
	0x202fca0	     1	    0.0000	0.000	0.000	15112	15112	glMaterialShinyness
	0x202fcf4	  5764	    8.0153	0.001	0.013	13760	15312	POLY_ALPHA
	0x202fd24	  5764	   28.4987	0.005	0.047	13760	15312	glPolyFmt
	0x204f6e8	     1	    0.0000	0.000	0.000	15320	15320	glEnable
	0x20304f8	  5763	  285.6870	0.050	0.476	13760	15312	_Z9glBegin2Dv
	0x202fd60	 11526	    3.0534	0.000	0.005	13760	15312	glPushMatrix
	0x202fd98	 11526	   23.0916	0.002	0.038	13760	15312	glDisable
	0x202fdd0	  5763	    9.0331	0.002	0.015	13760	15312	glColor
	0x2030258	  5763	   63.5496	0.011	0.106	13728	15280	_Z8SetOrthov
	0x2030dd4	  5763	   80.5980	0.014	0.134	13728	15280	glOrthof32
	0x202fe04	  5763	    4.3257	0.001	0.007	13760	15312	glBegin
	0x2037100	     1	    0.0000	0.000	0.000	15352	15352	_Z15InitDirectInputv
	0x2051a98	    15	    0.1908	0.013	0.000	14280	15352	_Z16MakeSurface_FilePKc9SurfaceID
	0x2051978	    47	 3536.8321	75.252	5.895	10768	14200	_Z15LoadBitmap_FilePKc9SurfaceIDb
	0x2051210	    38	  561.7684	14.783	0.936	10184	13616	_Z10LoadBitmapP7__sFILE9SurfaceIDb
	0x204fe78	  5846	    4.3893	0.001	0.007	13800	15352	_Z7CortBoxP4RECTm
	0x20508ec	1925023	 4984.6056	0.003	8.308	13520	15320	_Z10PutBitmap3P4RECTiiS0_9SurfaceID
	0x2050544	1958542	 9367.9389	0.005	15.613	13448	15248	_ZL10DrawBitmapP4RECTiiS0_9SurfaceIDb
	0x203004c	1681410	19812.9135	0.012	33.022	13376	15176	_Z8glSpriteiiP4RECTiii
	0x202fed8	6065948	 6476.8448	0.001	10.795	13376	15176	_ZL12gxTexcoord2iss
	0x202fe7c	1516487	 1952.7990	0.001	3.255	13376	15176	_ZL10gxVertex3isss
	0x202ff20	4549461	 4791.2214	0.001	7.985	13376	15176	_ZL10gxVertex2iss
	0x2050634	  5762	55213.7405	9.582	92.023	13800	15352	_Z15Flip_SystemTaskv
	0x2037138	  5762	   93.1934	0.016	0.155	13784	15336	_Z11UpdateInputv
	0x202ff8c	  5762	   58.8422	0.010	0.098	13768	15320	_Z7glEnd2Dv
	0x202fe3c	 11524	   20.6743	0.002	0.034	13768	15320	glPopMatrix
	0x204f578	  5762	    9.7964	0.002	0.016	13800	15352	glFlush
	0x2036214	  5762	   31.0433	0.005	0.052	13776	15328	_Z9DoOrganyav
	0x2014524	   781	   75.3817	0.097	0.126	13712	15264	_Z15OrganyaPlayDatav
	0x20141e0	  5445	   41.6031	0.008	0.069	13656	15264	_Z15PlayOrganObjecthial
	0x201306c	    17	    0.0636	0.004	0.000	12704	15264	_Z14SetPlayPointerl
	0x2035f58	  5762	 1475.5089	0.256	2.459	13736	15288	_Z19updateChannelStatesv
	0x203627c	     1	    0.0000	0.000	0.000	15352	15352	_Z15InitDirectSoundv
	0x2013730	     1	    0.0000	0.000	0.000	15336	15336	_Z12StartOrganyav
	0x20136a8	     1	  126.7812	126.781	0.211	14296	14296	_Z15InitWaveData100v
	0x2036ca4	     1	    0.0636	0.064	0.000	15336	15336	soundEnable
	0x2051b38	     1	    0.0000	0.000	0.000	15352	15352	_Z14InitTextObjectv
	0x203cf64	     1	   11.3868	11.387	0.019	15328	15328	_Z17InitTriangleTablev
	0x2067c54	    33	    0.0636	0.002	0.000	15328	15328	???
	0x2067c8c	    33	    0.1272	0.004	0.000	15328	15328	???
	0x20015e8	     1	    0.0000	0.000	0.000	16384	0	_Z4Gamev
	0x204d364	     1	    1.9720	1.972	0.003	14304	14304	_Z15LoadGenericDatav
	0x204fd0c	     2	    0.0000	0.000	0.000	14288	14288	_Z20MakeSurface_ResourcePKc9SurfaceID
	0x204fcc0	     2	    0.0000	0.000	0.000	14288	14288	_Z19LoadBitmap_ResourcePKc9SurfaceIDb
	0x2020424	    24	    0.1272	0.005	0.000	10152	12512	_Z18lodepng_state_initP12LodePNGState
	0x201fd50	    24	    0.1272	0.005	0.000	10152	12512	_Z29lodepng_decoder_settings_initP22LodePNGDecoderSettings
	0x201decc	    24	    0.0000	0.000	0.000	10152	12512	_Z32lodepng_decompress_settings_initP25LodePNGDecompressSettings
	0x201e224	    72	    0.0636	0.001	0.000	9968	12512	_Z23lodepng_color_mode_initP16LodePNGColorMode
	0x2020308	    48	    0.8906	0.019	0.001	9968	12488	_Z17lodepng_info_initP11LodePNGInfo
	0x201e48c	    48	    0.0636	0.001	0.000	9968	12488	_ZL16LodePNGText_initP11LodePNGInfo
	0x201e4e0	    48	    0.1908	0.004	0.000	9968	12488	_ZL17LodePNGIText_initP11LodePNGInfo
	0x201e540	    48	    0.1272	0.003	0.000	9968	12488	_ZL25LodePNGUnknownChunks_initP11LodePNGInfo
	0x202a850	    24	    0.5089	0.021	0.001	10128	12488	_Z14lodepng_decodePPhPjS1_P12LodePNGStatePKhj
	0x2029c8c	    24	    4.7074	0.196	0.008	10040	12400	_ZL13decodeGenericPPhPjS1_P12LodePNGStatePKhj
	0x2029390	    24	    1.2723	0.053	0.002	9992	12352	_Z15lodepng_inspectPjS_P12LodePNGStatePKhj
	0x20225bc	    48	    0.8270	0.017	0.001	9944	12464	_Z20lodepng_info_cleanupP11LodePNGInfo
	0x20219bc	    96	    0.1272	0.001	0.000	9944	12512	_Z26lodepng_color_mode_cleanupP16LodePNGColorMode
	0x2022320	    96	    0.3817	0.004	0.001	9944	12512	_Z21lodepng_palette_clearP16LodePNGColorMode
	0x2021e1c	    48	    0.2545	0.005	0.000	9904	12424	_ZL19LodePNGText_cleanupP11LodePNGInfo
	0x201f8a4	  1407	    8.9695	0.006	0.015	9496	12512	_ZL12lodepng_freePv
	0x202239c	    48	    0.6361	0.013	0.001	9896	12416	_ZL20LodePNGIText_cleanupP11LodePNGInfo
	0x2021668	    48	    0.3181	0.007	0.001	9944	12464	_Z17lodepng_clear_iccP11LodePNGInfo
	0x2021294	    56	    0.1272	0.002	0.000	9944	12464	_ZL14string_cleanupPPc
	0x2020f54	    48	    0.4453	0.009	0.001	9944	12464	_ZL28LodePNGUnknownChunks_cleanupP11LodePNGInfo
	0x2020a54	   324	    0.6997	0.002	0.001	9992	12400	_Z20lodepng_chunk_lengthPKh
	0x201dd98	   534	    0.9542	0.002	0.002	9912	12400	_ZL20lodepng_read32bitIntPKh
	0x2020180	   400	    1.3995	0.003	0.002	9992	12400	_Z25lodepng_chunk_type_equalsPKhPKc
	0x201dff8	   405	    0.8270	0.002	0.001	9992	12400	_ZL14lodepng_strlenPKc
	0x201ed64	    24	    0.0000	0.000	0.000	9968	12328	_ZL18checkColorValidity16LodePNGColorTypej
	0x201df14	   132	   31.9975	0.242	0.053	9968	12368	_Z13lodepng_crc32PKhj
	0x20235a4	    24	    0.6361	0.027	0.001	10000	12360	_ZL22lodepng_pixel_overflowjjPK16LodePNGColorModeS1_
	0x20206fc	   120	    0.3181	0.003	0.001	9776	12368	_Z15lodepng_get_bppPK16LodePNGColorMode
	0x202066c	   144	    0.3817	0.003	0.001	9776	12368	_ZL19lodepng_get_bpp_lct16LodePNGColorTypej
	0x201e288	   144	    0.1908	0.001	0.000	9776	12368	_ZL19getNumColorChannels16LodePNGColorType
	0x201d664	   126	    0.6361	0.005	0.001	9840	12360	_ZL14lodepng_mulofljjPj
	0x201d6c8	   220	    0.4453	0.002	0.001	9608	12400	_ZL14lodepng_addofljjPj
	0x201f864	   881	   24.8092	0.028	0.041	9496	12448	_ZL14lodepng_mallocj
	0x201e17c	   108	    0.1908	0.002	0.000	10040	12400	_Z24lodepng_chunk_data_constPKh
	0x20241a4	    24	    1.2087	0.050	0.002	10016	12376	_ZL14readChunk_PLTEP16LodePNGColorModePKhj
	0x2024020	    24	    6.1705	0.257	0.010	9992	12352	_ZL32lodepng_color_mode_alloc_paletteP16LodePNGColorMode
	0x2020e08	   108	    0.6361	0.006	0.001	10008	12368	_Z23lodepng_chunk_check_crcPKh
	0x2021544	    84	    0.3817	0.005	0.001	10008	12368	_Z24lodepng_chunk_next_constPKhS0_
	0x201ee04	    19	    0.1908	0.010	0.000	11072	12376	_ZL14readChunk_tRNSP16LodePNGColorModePKhj
	0x201db5c	 54031	  307.5064	0.006	0.513	9720	12448	_ZL14lodepng_memcpyPvPKvj
	0x201f2f8	    48	    0.1272	0.003	0.000	9752	12400	_ZL25lodepng_get_raw_size_idatjjj
	0x2027d78	    30	    0.6361	0.021	0.001	9968	12328	_ZL15zlib_decompressPPhPjjPKhjPK25LodePNGDecompressSettings
	0x201db08	    30	    0.0636	0.002	0.000	9968	12328	_ZL13ucvector_initPhj
	0x2020ad8	 80892	   77.9898	0.001	0.130	9720	12328	_ZL15ucvector_resizeP8ucvectorj
	0x201f81c	   127	    9.1603	0.072	0.015	9968	12328	_ZL15lodepng_reallocPvj
	0x2027ab8	    30	    0.8906	0.030	0.001	9912	12272	_ZL24lodepng_zlib_decompressvP8ucvectorPKhjPK25LodePNGDecompressSettings
	0x2027a00	    30	    0.3817	0.013	0.001	9912	12272	_ZL8inflatevP8ucvectorPKhjPK25LodePNGDecompressSettings
	0x2027708	    30	    0.6997	0.023	0.001	9840	12200	_ZL16lodepng_inflatevP8ucvectorPKhjPK25LodePNGDecompressSettings
	0x2020250	    30	    0.3181	0.011	0.001	9840	12200	_ZL21LodePNGBitReader_initP16LodePNGBitReaderPKhj
	0x201d9d0	   541	    0.8906	0.002	0.001	9608	12200	_ZL11ensureBits9P16LodePNGBitReaderj
	0x20200e0	 72948	  260.4326	0.004	0.434	9608	12200	_ZL8readBitsP16LodePNGBitReaderj
	0x201da64	210833	  185.3690	0.001	0.309	9568	12200	_ZL8peekBitsP16LodePNGBitReaderj
	0x201dabc	210833	  222.1374	0.001	0.370	9568	12200	_ZL11advanceBitsP16LodePNGBitReaderj
	0x2026f80	    32	  902.4173	28.201	1.504	9720	12080	_ZL19inflateHuffmanBlockP8ucvectorP16LodePNGBitReaderj
	0x201dc14	    96	    0.2545	0.003	0.000	9608	12080	_ZL16HuffmanTree_initP11HuffmanTree
	0x2026110	    32	   16.0941	0.503	0.027	9608	11968	_ZL21getTreeInflateDynamicP11HuffmanTreeS0_P16LodePNGBitReader
	0x201d91c	    32	    0.0636	0.002	0.000	9584	11944	_ZL12ensureBits17P16LodePNGBitReaderj
	0x201dd1c	    32	    0.1272	0.004	0.000	9608	11968	_ZL13lodepng_gtofljjj
	0x2026040	    96	    5.2799	0.055	0.009	9608	11968	_ZL27HuffmanTree_makeFromLengthsP11HuffmanTreePKjjj
	0x2025e18	    96	    9.9237	0.103	0.017	9560	11920	_ZL28HuffmanTree_makeFromLengths2P11HuffmanTree
	0x2025a14	    96	   82.1883	0.856	0.137	9496	11856	_ZL21HuffmanTree_makeTableP11HuffmanTree
	0x201dc58	   184	   63.1043	0.343	0.105	9496	12400	_ZL14lodepng_memsetPvij
	0x201dcac	 10990	   15.3308	0.001	0.026	9496	11856	_ZL11reverseBitsjj
	0x201d838	 83426	  119.0840	0.001	0.198	9608	12080	_ZL12ensureBits25P16LodePNGBitReaderj
	0x2020b94	137370	  610.8779	0.004	1.018	9568	12040	_ZL19huffmanDecodeSymbolP16LodePNGBitReaderPK11HuffmanTree
	0x20218f0	    96	    0.9542	0.010	0.002	9584	12080	_ZL19HuffmanTree_cleanupP11HuffmanTree
	0x201d72c	 53944	   89.8219	0.002	0.150	9720	12080	_ZL12ensureBits32P16LodePNGBitReaderj
	0x201ff84	    30	    0.1272	0.004	0.000	9912	12272	_ZL7adler32PKhj
	0x201de04	    30	  154.6438	5.155	0.258	9912	12272	_ZL14update_adler32jPKhj
	0x20207b0	    24	    0.1908	0.008	0.000	9992	12352	_Z20lodepng_get_raw_sizejjPK16LodePNGColorMode
	0x20208f0	    24	    0.1272	0.005	0.000	9992	12352	_ZL24lodepng_get_raw_size_lctjj16LodePNGColorTypej
	0x2025864	    24	    0.3817	0.016	0.001	9808	12168	_ZL20postProcessScanlinesPhS_jjPK11LodePNGInfo
	0x2025774	    24	    7.2519	0.302	0.012	9752	12112	_ZL8unfilterPhPKhjjj
	0x20249e0	  3336	  213.7405	0.064	0.356	9624	11984	_ZL16unfilterScanlinePhPKhS1_jhj
	0x2022eb4	    24	    0.1908	0.008	0.000	10088	12448	_Z23lodepng_color_mode_copyP16LodePNGColorModePKS_
	0x2050100	    23	    0.4453	0.019	0.001	12544	14272	_Z19MakeSurface_Genericii9SurfaceID
	0x2022740	    24	    0.1908	0.008	0.000	10152	12512	_Z21lodepng_state_cleanupP12LodePNGState
	0x204f498	   105	    0.2545	0.002	0.000	10112	12544	_Z11vramGetBankPt
	0x204fbec	    20	    0.0636	0.003	0.000	10184	12544	vramSetBankC
	0x204fc2c	  4016	   23.8550	0.006	0.040	10184	12544	dmaCopyWords
	0x20509a4	    21	    1.6539	0.079	0.003	10112	12472	_Z18AssignColorPalette7SURFACEtPKt
	0x204f780	    21	    0.5089	0.024	0.001	10016	12376	_Z24vramBlock_examineSpecialP11s_vramBlockPhmh
	0x2050358	    21	    0.3817	0.018	0.001	10088	12448	_Z25vramBlock_allocateSpecialP11s_vramBlockPhm
	0x20501c4	    21	    0.1908	0.009	0.000	10008	12368	_Z24vramBlock__allocateBlockP11s_vramBlockP13s_SingleBlockPhm
	0x2027ec4	     4	    0.1908	0.048	0.000	12328	12328	_ZL14readChunk_iCCPP11LodePNGInfoPK25LodePNGDecompressSettingsPKhj
	0x201f044	     4	    0.0000	0.000	0.000	12376	12376	_ZL14readChunk_pHYsP11LodePNGInfoPKhj
	0x201efbc	     4	    0.0000	0.000	0.000	12376	12376	_ZL14readChunk_tIMEP11LodePNGInfoPKhj
	0x2028100	     2	    0.0636	0.032	0.000	12312	12312	_ZL14readChunk_zTXtP11LodePNGInfoPK25LodePNGDecompressSettingsPKhj
	0x2023084	     2	    0.0000	0.000	0.000	12264	12264	_ZL22lodepng_add_text_sizedP11LodePNGInfoPKcS2_j
	0x20212fc	     5	    0.0000	0.000	0.000	12216	12232	_ZL12alloc_stringPKc
	0x2021724	     8	    0.0636	0.008	0.000	12216	12264	_ZL18alloc_string_sizedPKcj
	0x20282e0	     1	    0.0000	0.000	0.000	12304	12304	_ZL14readChunk_iTXtP11LodePNGInfoPK25LodePNGDecompressSettingsPKhj
	0x2023778	     1	    0.0636	0.064	0.000	12248	12248	_ZL23lodepng_add_itext_sizedP11LodePNGInfoPKcS2_S2_S2_j
	0x2036800	    88	11099.1730	126.127	18.499	13240	13240	_Z9ReadSoundi
	0x200e334	 11155	  513.5496	0.046	0.856	11888	14264	_Z13File_ReadLE32P7__sFILE
	0x2036058	  2136	   86.7048	0.041	0.145	12616	13240	_ZN11SOUNDBUFFERC2Ej
	0x2035e34	  2136	    2.1628	0.001	0.004	12616	13240	_ZN11SOUNDBUFFER4LockEPPaPj
	0x2035e90	  2136	    1.7176	0.001	0.003	12624	13240	_ZN11SOUNDBUFFER6UnlockEv
	0x2036304	 10334	   19.4656	0.002	0.032	13240	14112	_ZN11SOUNDBUFFER12SetFrequencyEm
	0x2059738	     1	   68.3206	68.321	0.114	14288	14288	_Z12LoadNpcTablePKc
	0x2044808	    17	 2752.6718	161.922	4.588	11904	14264	_Z15GetFileSizeLongPKc
	0x200e2d8	  3102	   19.7201	0.006	0.033	11888	14264	_Z13File_ReadLE16P7__sFILE
	0x2002cd0	     1	    0.0636	0.064	0.000	14304	14304	_Z15InitTextScript2v
	0x204fe40	    15	    0.0000	0.000	0.000	11928	14288	_Z15GetCortBoxColorm
	0x20440e4	     1	    0.0000	0.000	0.000	14312	14312	_Z13InitSkipFlagsv
	0x2014898	     1	    0.0000	0.000	0.000	14312	14312	_Z12InitMapData2v
	0x205a484	     1	    0.0636	0.064	0.000	14312	14312	_Z16InitCreditScriptv
	0x2000c90	     1	   10.8779	10.878	0.018	14272	14272	_Z11ModeOpeningv
	0x20016dc	     2	   12.0229	6.011	0.020	14256	14256	_Z10InitNpCharv
	0x201c25c	    11	    3.3079	0.301	0.006	12984	14256	_Z9InitCaretv
	0x204ceec	    11	    0.1908	0.017	0.000	12960	14256	_Z8InitStarv
	0x20074c0	     2	    0.1272	0.064	0.000	14256	14256	_Z8InitFadev
	0x201cfbc	     2	    0.0000	0.000	0.000	14256	14256	_Z9InitFlashv
	0x201d3b4	     3	    0.0000	0.000	0.000	14232	14256	_Z12InitBossLifev
	0x2048354	    10	    0.2545	0.025	0.000	13792	14248	_Z11ChangeMusic7MusicID
	0x20130e4	     8	    0.0636	0.008	0.000	13776	14232	_Z18GetOrganyaPositionv
	0x201376c	     8	    0.0636	0.008	0.000	13752	14208	_Z16StopOrganyaMusicv
	0x2013ca8	     8	  886.8957	110.862	1.478	12704	13160	_Z11LoadOrganyaPKc
	0x2013010	     8	    1.1450	0.143	0.002	12704	13160	_Z18OrganyaReleaseNotev
	0x2013930	     8	  431.6794	53.960	0.719	12704	13160	_Z16OrganyaNoteAlloct
	0x2013bd8	   128	    1.2723	0.010	0.002	12704	13160	_Z15MakeOrganyaWaveaaa
	0x2013638	   128	    7.6972	0.060	0.013	12704	13160	_Z20ReleaseOrganyaObjecta
	0x201321c	   128	  123.9822	0.969	0.207	12640	13096	_Z16MakeSoundObject8Paaa
	0x2035ed8	  4627	    3.8168	0.001	0.006	12616	14208	_ZN11SOUNDBUFFER18SetCurrentPositionEm
	0x200e1bc	 41556	  247.0738	0.006	0.412	12672	13128	_Z11File_ReadU8P7__sFILE
	0x20364f0	  1920	   25.9542	0.014	0.043	12680	13136	_ZN11SOUNDBUFFER7ReleaseEv
	0x20360d0	  1920	  130.5344	0.068	0.218	12680	13136	_ZN11SOUNDBUFFERD2Ev
	0x2013188	     8	    0.0636	0.008	0.000	13768	14224	_Z19ChangeOrganyaVolumei
	0x2013b38	     8	    0.0636	0.008	0.000	13768	14224	_Z18SetOrganyaPositionj
	0x2013128	     8	    0.1272	0.016	0.000	13776	14232	_Z16PlayOrganyaMusicv
	0x20480b8	     8	    5.9160	0.740	0.010	13000	13168	_Z13TransferStageiiii
	0x205ca90	     8	    0.0636	0.008	0.000	12976	13144	_Z17SetMyCharPositionii
	0x2051af0	    32	    0.2545	0.008	0.000	11920	13144	_Z17ReloadBitmap_FilePKc9SurfaceID
	0x2014a6c	     8	 3584.2239	448.028	5.974	11960	12128	_Z17LoadAttributeDataPKc
	0x2014af4	     8	 2590.0127	323.752	4.317	11944	12112	_Z12LoadMapData2PKc
	0x2002074	     8	 2613.2316	326.654	4.355	11912	12080	_Z9LoadEventPKc
	0x200172c	  1386	    8.0153	0.006	0.013	11896	14160	_Z18SetUniqueParameterP6NPCHAR
	0x20036c0	     8	 2744.0204	343.003	4.573	11928	12096	_Z20LoadTextScript_StagePKc
	0x2002d8c	    16	    8.9695	0.561	0.015	11928	12096	_Z21EncryptionBinaryData2Phl
	0x2044a08	     8	  303.8168	37.977	0.506	11944	12112	_Z8InitBackPKci
	0x200e270	    16	   11.1959	0.700	0.019	11920	12088	_Z13File_ReadBE32P7__sFILE
	0x205e648	     8	    0.3181	0.040	0.001	12936	13104	_Z12ReadyMapNamePKc
	0x204feb8	    55	    0.0636	0.001	0.000	12920	14088	_Z8CortBox2P4RECTm9SurfaceID
	0x204ff28	    36	    0.1272	0.004	0.000	12920	14088	_Z8PutText2iiPKcm9SurfaceID
	0x2003890	    15	    5.3435	0.356	0.009	12960	14184	_Z15StartTextScripti
	0x2002df8	   338	    0.3817	0.001	0.001	12960	14184	_Z15GetTextScriptNoi
	0x205b228	     9	    0.1272	0.014	0.000	12952	14200	_Z14SetFrameMyCharv
	0x205b4c4	     9	    0.0636	0.007	0.000	12928	14176	_Z17GetMyCharPositionPiS_
	0x20148e4	  5483	   18.7023	0.003	0.031	12928	14200	_Z10GetMapDataPPhPsS1_
	0x200b120	     8	    0.3181	0.040	0.001	12984	13152	_Z11ClearBulletv
	0x2039720	     9	    0.1272	0.014	0.000	12984	14232	_Z14ClearValueViewv
	0x205b1e8	     8	    0.0000	0.000	0.000	12984	13152	_Z10ResetQuakev
	0x20084b0	     8	    1.7176	0.215	0.003	12976	13144	_Z12InitBossChari
	0x201d274	     8	    0.0000	0.000	0.000	12984	13152	_Z10ResetFlashv
	0x205b0c8	     3	    0.0000	0.000	0.000	14232	14256	_Z20SetFrameTargetMyChari
	0x2007514	     2	    0.0000	0.000	0.000	14232	14256	_Z11SetFadeMaskv
	0x205b8c4	     3	    0.0000	0.000	0.000	13800	14256	_Z8CutNoisev
	0x2036990	  2006	   36.2595	0.018	0.060	13768	14224	_Z15PlaySoundObjectii
	0x2035ffc	  2588	   16.0305	0.006	0.027	13656	14224	_ZN11SOUNDBUFFER4StopEv
	0x201d618	  5714	    2.7354	0.000	0.005	13800	14256	_Z6GetTrgv
	0x2001ac0	  5474	 4145.6743	0.757	6.909	14240	14240	_Z9ActNpCharv
	0x202b244	   174	    1.5267	0.009	0.003	14176	14176	_Z9ActNpc299P6NPCHAR
	0x203301c	    87	    0.6997	0.008	0.001	14192	14192	_Z9ActNpc300P6NPCHAR
	0x2000b50	 16567	   52.6718	0.003	0.088	13840	14200	_Z6Randomii
	0x20467b8	 16567	   21.1196	0.001	0.035	13824	14184	_Z9msvc_randv
	0x201cf18	  2379	   29.8982	0.013	0.050	14016	14168	_Z8SetCaretiiii
	0x202b0fc	    87	    0.4453	0.005	0.001	14096	14096	_Z9ActNpc298P6NPCHAR
	0x2008ca8	  5474	  126.7176	0.023	0.211	14256	14256	_Z11ActBossCharv
	0x2008544	  5328	    4.4529	0.001	0.007	14240	14240	_Z13ActBossChar_0v
	0x2044ac4	  5474	   17.5573	0.003	0.029	14256	14256	_Z7ActBackv
	0x2051b94	  5474	    7.3155	0.001	0.012	14256	14256	_Z15ResetMyCharFlagv
	0x2053344	  5474	  138.1043	0.025	0.230	14184	14184	_Z12HitMyCharMapv
	0x2014950	5450781	 8353.1807	0.002	13.922	14072	14184	_Z12GetAttributeii
	0x2052fb8	  5474	 3729.1985	0.681	6.215	14224	14224	_Z15HitMyCharNpCharv
	0x20531c4	  5474	  154.4529	0.028	0.257	14224	14224	_Z13HitMyCharBossv
	0x204f118	  5474	 8813.2952	1.610	14.689	14136	14136	_Z12HitNpCharMapv
	0x2008940	  5474	  265.6489	0.049	0.443	14096	14096	_Z10HitBossMapv
	0x2008698	  5474	  406.4249	0.074	0.677	14216	14216	_Z13HitBossBulletv
	0x201cb18	  5546	  454.3257	0.082	0.757	13784	14240	_Z8ActCaretv
	0x201cc60	   505	    4.8346	0.010	0.008	14168	14168	_Z10ActCaret13P5CARET
	0x205ace0	  5474	  125.8270	0.023	0.210	14224	14224	_Z10MoveFrame3v
	0x20078bc	  5640	   49.8728	0.009	0.083	14224	14224	_Z8ProcFadev
	0x205af28	 11027	   13.7405	0.001	0.023	14248	14248	_Z16GetFramePositionPiS_
	0x2044b24	  5640	  176.1450	0.031	0.294	14200	14200	_Z7PutBackii
	0x2014d08	  5640	 3276.0178	0.581	5.460	14184	14184	_Z13PutStage_Backii
	0x2008578	  5640	  151.7176	0.027	0.253	14216	14216	_Z11PutBossCharii
	0x20024fc	  5640	 4678.8804	0.830	7.798	14216	14216	_Z9PutNpCharii
	0x201500c	  5640	 1998.2188	0.354	3.330	14184	14184	_Z16PutMapDataVectorii
	0x2014e74	  5640	 3949.1730	0.700	6.582	14168	14168	_Z14PutStage_Frontii
	0x2044e00	  5640	   23.2188	0.004	0.039	14176	14176	_Z8PutFrontii
	0x201ce4c	  5712	  481.4885	0.084	0.802	13768	14224	_Z8PutCaretii
	0x20083f4	  5640	  224.4911	0.040	0.374	14208	14208	_Z7PutFadev
	0x2003d6c	  5640	   45.9288	0.008	0.077	14104	14104	_Z14TextScriptProcv
	0x205e794	     8	    0.0000	0.000	0.000	14088	14088	_Z12StartMapNamev
	0x205e868	  5639	   21.1832	0.004	0.035	14224	14224	_Z10PutMapNameb
	0x2003130	  5639	   16.3486	0.003	0.027	14056	14056	_Z13PutTextScriptv
	0x20403e4	  5761	   10.6870	0.002	0.018	13800	14256	_Z18PutFramePerSecoundv
	0x2007724	     8	    0.3181	0.040	0.001	14088	14088	_Z11StartFadeIna
	0x20083b8	   462	    0.7634	0.002	0.001	14088	14088	_Z13GetFadeActivev
	0x2000e5c	     1	    7.7608	7.761	0.013	13816	13816	_Z9ModeTitlev
	0x20445dc	     1	    0.0000	0.000	0.000	13784	13784	_Z17GetCompileVersionPiS_S_S_
	0x2046848	     1	    3.6260	3.626	0.006	12776	12776	_Z9IsProfilev
	0x205f884	     1	    6.2341	6.234	0.010	12736	12736	_Z15LoadTimeCounterv
	0x2000ba4	  9501	  170.9288	0.018	0.285	13568	13944	_Z10PutNumber4iiib
	0x2013348	   604	   26.5267	0.044	0.044	13656	14112	_Z20ChangeOrganFrequencyhhl
	0x2036618	  4015	   51.3995	0.013	0.086	13600	14152	_ZN11SOUNDBUFFER4PlayEb
	0x2035d4c	  3423	   13.9949	0.004	0.023	13600	14152	_Z14getFreeChannelv
	0x2036f18	  3603	  118.0662	0.033	0.197	13520	14072	soundPlaySampleC
